ID,pName,tradePrice,actualPrice,salePrice,brand,productLine,rating,technicalDetail,url
000148, realme GT Neo 5 ,,,,realme,,,"[{'title': 'Kích thước màn hình', 'value': '6.74 inches'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED'}, {'title': 'Độ phân giải màn hình', 'value': '1240 x 2772 pixels'}, {'title': 'Tính năng màn hình', 'value': '144Hz, 1,07 tỷ màu, Độ bão hòa màu: DCI-P3 100%'}, {'title': 'Camera sau', 'value': 'Camera chính Sony IMX 890 OIS: 50MP, f/1.88\nCamera góc siêu rộng: 8MP, 112°\nCamera tele: 2MP, f/3.3'}, {'title': 'Tính năng camera', 'value': 'Nhận dạng cảnh AI, chụp ảnh đường phố, Chân dung, Cảnh đêm, 50 triệu, chuyên nghiệp, Bức tranh toàn cảnh, Siêu văn bản, Ảnh AI ID'}, {'title': 'Quay video', 'value': '4K@30/60fps\n1080p@30/60fps'}, {'title': 'Camera trước', 'value': 'Camera góc rộng: 16MP, f/2.45'}, {'title': 'Quay video trước', 'value': '1080P/30fps, 720P/30fps'}, {'title': 'Dung lượng RAM', 'value': '16 GB'}, {'title': 'Bộ nhớ trong', 'value': '256 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 13'}, {'title': 'Hồng ngoại', 'value': 'Có'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Wi-Fi', 'value': '802.11 a/b/g/n/ac/6'}, {'title': 'GPS', 'value': 'GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS'}, {'title': 'Bluetooth', 'value': 'v5.3'}, {'title': 'Công nghệ sạc', 'value': 'Sạc 150W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '5000 mAh'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay trong màn hình'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Tiện ích khác', 'value': 'Loa kép Dolby Atmos, Âm thanh Dolby Atmos'}, {'title': 'Chipset', 'value': 'Chip Snapdragon® 8+ 5G'}, {'title': 'Loại CPU', 'value': 'Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510)'}, {'title': 'GPU', 'value': 'GPU Adreno 730'}]",https://cellphones.com.vn/realme-gt-neo-5.html
000149, realme 9i 6GB 128GB ,,6490000,,realme,,5.0/5,"[{'title': 'Kích thước màn hình', 'value': '6.6 inches'}, {'title': 'Công nghệ màn hình', 'value': 'IPS LCD'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2412 pixels'}, {'title': 'Tính năng màn hình', 'value': '90Hz, 480nits, FHD+, 401 PPI'}, {'title': 'Camera sau', 'value': 'Camera chính: 50 MP, f/1.8, PDAF\nCamera macro: 2 MP, f/2.4\nCamera chân dung: 2 MP, f/2.4'}, {'title': 'Tính năng camera', 'value': 'Chụp đêm, toàn cảnh, chuyên gia, tua nhanh thời gian, chân dung, chuyển động chậm, văn bản, chụp siêu cận, HDR'}, {'title': 'Quay video', 'value': '1080P/30fps\n720P/30fps\n720P/120fps\n1080P/30fps\nZoom kĩ thuật số ở chế độ 720P/30fps'}, {'title': 'Camera trước', 'value': '16 MP, f/2.1'}, {'title': 'Quay video trước', 'value': '1080P/30fps\n720P/30fps'}, {'title': 'Dung lượng RAM', 'value': '6 GB'}, {'title': 'Bộ nhớ trong', 'value': '128 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'MicroSD, hỗ trợ tối đa 1 TB'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 12, Realme UI 3.0'}, {'title': 'Hồng ngoại', 'value': 'Không'}, {'title': 'Jack tai nghe 3.5', 'value': 'Có'}, {'title': 'Công nghệ NFC', 'value': 'Không'}, {'title': 'Hỗ trợ mạng', 'value': '4G'}, {'title': 'Wi-Fi', 'value': 'Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot'}, {'title': 'GPS', 'value': 'GPS/GLONASS/ BEIDOU/GALILEO'}, {'title': 'Bluetooth', 'value': '5.1, A2DP, LE'}, {'title': 'Chất liệu mặt lưng', 'value': 'Nhựa'}, {'title': 'Chất liệu khung viền', 'value': 'Nhựa'}, {'title': 'Kích thước', 'value': '164.4 x 75.7 x 8.4 mm'}, {'title': 'Trọng lượng', 'value': '190 g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh Dart 33W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': 'Li-Po 5000mAh'}, {'title': 'Hệ thống làm mát', 'value': 'Không'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'Không'}, {'title': 'Tiện ích khác', 'value': 'Mở rộng bộ nhớ'}, {'title': 'Công nghệ âm thanh', 'value': 'Công nghệ loa kép'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay cạnh bên'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, Cảm biến trọng lực'}]",https://cellphones.com.vn/realme-9i.html
000150, Xiaomi Redmi 10A ,2050000,2890000,2550000,Xiaomi,Redmi,5.0/5,"[{'title': 'Kích thước màn hình', 'value': '6.53 inches'}, {'title': 'Công nghệ màn hình', 'value': 'IPS LCD'}, {'title': 'Độ phân giải màn hình', 'value': '1600 x 720 pixels (HD+)'}, {'title': 'Tần số quét', 'value': '60Hz'}, {'title': 'Kiểu màn hình', 'value': 'Giọt nước'}, {'title': 'Camera sau', 'value': 'Camera chính: 13MP , f/2.2\nCamera cảm biến độ sâu: 2MP, f/2.4'}, {'title': 'Quay video', 'value': '1080p 1920x1080@30fps, 720p 1280x720@30fps'}, {'title': 'Camera trước', 'value': '5MP, f/2.2'}, {'title': 'Quay video trước', 'value': '1080p 1920x1080@30fps, 720p 1280x720@30fps'}, {'title': 'Dung lượng RAM', 'value': '2 GB'}, {'title': 'Bộ nhớ trong', 'value': '32 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Có'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'MIUI 12.5, Android 11'}, {'title': 'Jack tai nghe 3.5', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '4G'}, {'title': 'Wi-Fi', 'value': '2.4GHz Wi-Fi, 802.11 b/g/n'}, {'title': 'GPS', 'value': 'GPS | AGPS | GLONASS | Beidou'}, {'title': 'Bluetooth', 'value': '5.0'}, {'title': 'Chất liệu mặt lưng', 'value': 'Nhựa'}, {'title': 'Chất liệu khung viền', 'value': 'Nhựa'}, {'title': 'Kích thước', 'value': '164.9 x 77 x 9.0mm'}, {'title': 'Trọng lượng', 'value': '194g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 10W'}, {'title': 'Cổng sạc', 'value': 'Micro-USB'}, {'title': 'Pin', 'value': '5000mAh'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay cạnh bên'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng'}, {'title': 'Tính năng đặc biệt', 'value': 'Bảo mật vân tay, Nhận diện khuôn mặt'}, {'title': 'Chipset', 'value': 'MediaTek Helio G25'}, {'title': 'Loại CPU', 'value': 'Octa-core CPU, up to 2.0GHz'}, {'title': 'GPU', 'value': 'PowerVR8320, up to 650MHz'}]",https://cellphones.com.vn/xiaomi-redmi-10a.html
000151, Huawei P60 Pro ,,,,Huawei,,,"[{'title': 'Kích thước màn hình', 'value': '6.66 inches'}, {'title': 'Công nghệ màn hình', 'value': 'OLED'}, {'title': 'Tính năng màn hình', 'value': 'Tốc độ làm mới 120Hz, 1.07 tỷ màu'}, {'title': 'Camera sau', 'value': 'Camera góc rộng: 48MP, f/1.4, PDAF, Laser AF, OIS\nCamera kính viễn vọng: 48MP, f/2.1, PDAF, OIS\nCamera góc siêu rộng: 13MP, f/2.2'}, {'title': 'Tính năng camera', 'value': 'Ống kính Leica, đèn flash LED kép, toàn cảnh, HDR'}, {'title': 'Quay video', 'value': '4K@30/60fps, 1080p@30/60fps, 1080p@960fps; gyro-EIS'}, {'title': 'Camera trước', 'value': 'Camera góc rộng: 13MP, f/2.4, AF'}, {'title': 'Quay video trước', 'value': '4K@30fps, 1080p@30/60/240fps'}, {'title': 'Dung lượng RAM', 'value': '8 GB'}, {'title': 'Bộ nhớ trong', 'value': '256 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Có'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'HarmonyOS 3.0'}, {'title': 'Hồng ngoại', 'value': 'Có'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '4G'}, {'title': 'Wi-Fi', 'value': '802.11a/b/g/n/ac/ax'}, {'title': 'GPS', 'value': 'GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c+B2a+B2b), GALILEO (E1+E5a+E5b), QZSS (L1+L5), NavIC'}, {'title': 'Bluetooth', 'value': 'v5.2'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kính'}, {'title': 'Chất liệu khung viền', 'value': 'Nhôm'}, {'title': 'Kích thước', 'value': '161 x 74.5 8.3mm'}, {'title': 'Trọng lượng', 'value': '200 g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 88 W\nSạc siêu tốc không dây 50 W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '4815 mAh'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP68'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay trong màn hình'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế, Cảm biến trọng lực'}]",https://cellphones.com.vn/huawei-p60-pro.html
000152, Xiaomi POCO X4 Pro ,5590000,7490000,6090000,POCO,,,"[{'title': 'Kích thước màn hình', 'value': '6.67 inches'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2400 pixels (FullHD+)'}, {'title': 'Tính năng màn hình', 'value': 'AMOLED\nFull HD+ (1080 x 2400 Pixels)\n1200 nits'}, {'title': 'Kiểu màn hình', 'value': 'Đục lỗ (Nốt ruồi)'}, {'title': 'Camera sau', 'value': 'Chính 108 MP & Phụ 8 MP, 2 MP'}, {'title': 'Tính năng camera', 'value': 'Góc rộng (Wide)\nGóc siêu rộng (Ultrawide)\nHDR\nLấy nét theo pha (PDAF)\nToàn cảnh (Panorama)'}, {'title': 'Quay video', 'value': '1080p 1920x1080 | 30fps\n720p 1280x720 | 30fps'}, {'title': 'Camera trước', 'value': '16 MP'}, {'title': 'Quay video trước', 'value': '1080p 1920x1080 | 30fps\n720p 1280x720 | 30fps'}, {'title': 'Dung lượng RAM', 'value': '6 GB'}, {'title': 'Bộ nhớ trong', 'value': '128 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'MicroSD'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'MIUI 13, Android 11'}, {'title': 'Hồng ngoại', 'value': 'Có'}, {'title': 'Jack tai nghe 3.5', 'value': 'Có'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Wi-Fi', 'value': 'Wi-Fi 802.11 a/b/g/n/ac'}, {'title': 'GPS', 'value': 'GALILEO\nGLONASS'}, {'title': 'Bluetooth', 'value': 'v5.1'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kính'}, {'title': 'Chất liệu khung viền', 'value': 'Kim loại'}, {'title': 'Kích thước', 'value': '164.2 x 76.1 x 8.1 mm (Dài x Ngang x Dày)'}, {'title': 'Trọng lượng', 'value': '205 g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc pin nhanh'}, {'title': 'Cổng sạc', 'value': 'Micro-USB'}, {'title': 'Pin', 'value': 'Li-Po 5000 mAh'}, {'title': 'Hệ thống làm mát', 'value': 'Công nghệ tản nhiệt LiquidCool 1.0 Plus'}, {'title': 'Công nghệ âm thanh', 'value': 'Loa kép\nChứng nhận âm thanh độ phân giải cao'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay cạnh bên'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển'}, {'title': 'Tính năng đặc biệt', 'value': 'Hỗ trợ 5G, Bảo mật vân tay, Kháng nước, kháng bụi'}]",https://cellphones.com.vn/xiaomi-poco-x4-pro.html
000153, Xiaomi POCO F5 Pro ,,,,POCO,,,"[{'title': 'Kích thước màn hình', 'value': '6.66 inches'}, {'title': 'Công nghệ màn hình', 'value': 'Super AMOLED'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2400 pixels (FullHD+)'}, {'title': 'Tính năng màn hình', 'value': 'Tần số quét 120 Hz'}, {'title': 'Camera sau', 'value': 'Camera góc rộng: 48 MP, f/1.8\nCamera góc siêu rộng: 8 MP, f/2.2\nCamera macro: 5 MP.'}, {'title': 'Camera trước', 'value': '20 MP'}, {'title': 'Dung lượng RAM', 'value': '6 GB'}, {'title': 'Bộ nhớ trong', 'value': '64 GB'}, {'title': 'Hệ điều hành', 'value': 'Android 13'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 33 W'}, {'title': 'Pin', 'value': '4.520 mAh'}, {'title': 'Chipset', 'value': 'Snapdragon 870'}]",https://cellphones.com.vn/xiaomi-poco-f5-pro.html
000154, Oneplus 10T 5G 8GB 128GB ,,15990000,,Điện thoại cấu hình cao,,5.0/5,"[{'title': 'Kích thước màn hình', 'value': '6.7 inches'}, {'title': 'Công nghệ màn hình', 'value': 'Fluid AMOLED'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2412 pixels'}, {'title': 'Tính năng màn hình', 'value': '1 tỉ màu, 120Hz, HDR10+'}, {'title': 'Tần số quét', 'value': '120Hz'}, {'title': 'Kiểu màn hình', 'value': 'Đục lỗ (Nốt ruồi)'}, {'title': 'Camera sau', 'value': 'Camera góc rộng: 50 MP, OIS\nCamera góc siêu rộng: 8MP\nCamera macro: 2 MP, f/2.4'}, {'title': 'Tính năng camera', 'value': 'Đèn flash LED, Tự động lấy đa nét (Tất cả pixel đa hướng PDAL+LAF+CAF), Hỗ trợ quay chống rung EIS'}, {'title': 'Quay video', 'value': '4K@ 30fps, 1080p@30/60/120fps'}, {'title': 'Camera trước', 'value': 'Camera góc rộng: 16 MP, f/2.4'}, {'title': 'Quay video trước', 'value': '1080p@30fps'}, {'title': 'Dung lượng RAM', 'value': '8 GB'}, {'title': 'Bộ nhớ trong', 'value': '128 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 12, OxygenOS 12.1'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Wi-Fi', 'value': 'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'}, {'title': 'GPS', 'value': 'Có, với A-GPS băng tần kép, GLONASS, GALILEO, BDS'}, {'title': 'Bluetooth', 'value': '5.2, A2DP, LE'}, {'title': 'Công nghệ sạc', 'value': 'sạc nhanh SUPERVOOC 160W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': 'Li-Po 4800 mAh'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay trong màn hình'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Tính năng đặc biệt', 'value': 'Hỗ trợ 5G, Bảo mật vân tay, Nhận diện khuôn mặt'}, {'title': 'Công nghệ âm thanh', 'value': 'Loa kép\nHỗ trợ loại bỏ tiếng ồn'}, {'title': 'Thời điểm ra mắt', 'value': '08/2022'}]",https://cellphones.com.vn/oneplus-10t-8gb-128gb.html
000155, Realme GT2 Pro ,,,,Tin đồn - Mới ra,Realme,,"[{'title': 'Kích thước màn hình', 'value': '6.43 inches'}, {'title': 'Công nghệ màn hình', 'value': 'Super AMOLED'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 50W'}, {'title': 'Pin', 'value': '4.500 mAh'}, {'title': 'Chipset', 'value': 'Dimensity 1200'}]",https://cellphones.com.vn/realme-gt-2-pro.html
000156, vivo T1X ,,4490000,,vivo,,5.0/5,"[{'title': 'Kích thước màn hình', 'value': '6.58 inches'}, {'title': 'Công nghệ màn hình', 'value': 'IPS LCD'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2408 pixels'}, {'title': 'Tính năng màn hình', 'value': 'Cảm ứng điện dung đa điểm'}, {'title': 'Tần số quét', 'value': '90Hz'}, {'title': 'Kiểu màn hình', 'value': 'Giọt nước'}, {'title': 'Camera sau', 'value': 'Camera chính: 50MP, f/1.8\nCamera macro: 2 MP, f/2.4 Cảm biến độ sâu 2MP, f/2.4'}, {'title': 'Tính năng camera', 'value': 'Chụp Đêm (Camera trước & Camera sau), Chân dung, Chụp ảnh, Quay Video, Chụp toàn cảnh, Live Photo, Quay chuyển động chậm, Quay tua nhanh thời gian, Chuyên nghiệp, DOC , 50MP'}, {'title': 'Quay video', 'value': 'HD 720p@30fps, HD 720p@24fps, FullHD 1080p@30fps, FullHD 1080p@24fps, HD 720p@60fps'}, {'title': 'Camera trước', 'value': '8 MP, f/2.0'}, {'title': 'Quay video trước', 'value': '1080p@30fps'}, {'title': 'Dung lượng RAM', 'value': '4GB + Mở rộng 1GB'}, {'title': 'Bộ nhớ trong', 'value': '64 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'MicroSD, hỗ trợ tối đa 1 TB'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 12, FunTouchOS 12'}, {'title': 'Hồng ngoại', 'value': 'Có'}, {'title': 'Jack tai nghe 3.5', 'value': 'Có'}, {'title': 'Công nghệ NFC', 'value': 'Không'}, {'title': 'Hỗ trợ mạng', 'value': '4G'}, {'title': 'Wi-Fi', 'value': '2.4GHz / 5GHz'}, {'title': 'GPS', 'value': 'GPS, BEIDOU, GLONASS, GALILEO, QZSS'}, {'title': 'Bluetooth', 'value': '5.0'}, {'title': 'Chất liệu mặt lưng', 'value': 'Nhựa'}, {'title': 'Chất liệu khung viền', 'value': 'Nhựa'}, {'title': 'Kích thước', 'value': '164.26×76.08×8.00mm'}, {'title': 'Trọng lượng', 'value': '182g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 18W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '5000 mAh'}, {'title': 'Hệ thống làm mát', 'value': 'Hệ thống làm mát bốn lớp'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'IP52'}, {'title': 'Tiện ích khác', 'value': 'Thu nhỏ màn hình sử dụng một tay\nĐa cửa sổ (chia đôi màn hình)\nTối ưu game (Siêu trò chơi)\nTối ưu game (Multi Turbo)\nMở rộng bộ nhớ RAM'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay cạnh bên'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến trọng lực'}, {'title': 'Tính năng đặc biệt', 'value': 'Bảo mật vân tay, Nhận diện khuôn mặt'}]",https://cellphones.com.vn/vivo-t1x.html
000157, Xiaomi Redmi K50 ,,,,Tin đồn - Mới ra,Xiaomi,,"[{'title': 'Kích thước màn hình', 'value': '6.66 inches'}, {'title': 'Công nghệ màn hình', 'value': 'OLED'}, {'title': 'Độ phân giải màn hình', 'value': '3200 x 1440 pixel'}, {'title': 'Tính năng màn hình', 'value': '120 Hz, Corning Gorilla Glass Victus'}, {'title': 'Camera sau', 'value': 'Camera gốc rộng: 48 MP, PDAF, OIS\nCamera cực rộng: 8 MP, 119˚\nCamera Macro: 2 MP, f/2.4'}, {'title': 'Quay video', 'value': '4K@30fps, 1080p@30/60/120fps, 720p@960fps; gyro-EIS'}, {'title': 'Camera trước', 'value': 'Camera gốc rộng: 20 MP'}, {'title': 'Quay video trước', 'value': '1080p@30/120fps'}, {'title': 'Dung lượng RAM', 'value': '8 GB'}, {'title': 'Bộ nhớ trong', 'value': '256 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 11'}, {'title': 'Hồng ngoại', 'value': 'Có'}, {'title': 'Jack tai nghe 3.5', 'value': 'Không'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Wi-Fi', 'value': 'Dual-band (2.4 GHz/5 GHz), Wi-Fi 802.11 a/b/g/n/ac/ax , Wi-Fi Direct , Wi-Fi hotspot'}, {'title': 'GPS', 'value': 'A-GPSBDS'}, {'title': 'Bluetooth', 'value': '5.3, A2DP, LE'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kính'}, {'title': 'Chất liệu khung viền', 'value': 'Kính'}, {'title': 'Kích thước', 'value': '163,1 x 76,2 x 8,5 mm'}, {'title': 'Trọng lượng', 'value': '201 g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 120W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': '5500 mAh'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay cạnh bên'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến ánh sáng, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Chipset', 'value': 'MediaTek Dimensity 8100 (5 nm)'}, {'title': 'Loại CPU', 'value': '4x2,85 GHz Cortex-A78 & 4x2,0 GHz Cortex-A55'}, {'title': 'GPU', 'value': 'Mali-G610'}]",https://cellphones.com.vn/xiaomi-redmi-k50.html
000158, Nubia Red Magic 6s Pro Cyborg 12GB 128GB ,,17990000,,Điện thoại cấu hình cao,,5.0/5,"[{'title': 'Kích thước màn hình', 'value': '6.8 inches'}, {'title': 'Công nghệ màn hình', 'value': 'AMOLED'}, {'title': 'Độ phân giải màn hình', 'value': '1080 x 2400 pixels (FullHD+)'}, {'title': 'Tính năng màn hình', 'value': 'Kính cường lực Corning Gorilla Glass, 165Hz, 700 nits, 387.5ppi, DCI-P3 100%'}, {'title': 'Tần số quét', 'value': 'Từ 144Hz trở lên'}, {'title': 'Kiểu màn hình', 'value': 'Đục lỗ (Nốt ruồi)'}, {'title': 'Camera sau', 'value': 'Camera góc rộng: 64 MP, f/1.79, 26mm, PDAF\nCamera góc siêu rộng: 8 MP, f/2.0, 120˚\nCamera cận cảnh: 2 MP, f/2.4'}, {'title': 'Tính năng camera', 'value': 'Góc rộng\nGóc siêu rộng\nHDR\nLấy nét theo pha (PDAF)\nSiêu cận (Macro)\nToàn cảnh (Panorama)\nXóa phông'}, {'title': 'Quay video', 'value': '8K@30fps\n4K@30/60fps\n1080p@30/60/120/240fps'}, {'title': 'Camera trước', 'value': '8 MP, f/2.0'}, {'title': 'Quay video trước', 'value': '8K@30fps\n4K@30/60fps\n1080p@30/60/120/240fps'}, {'title': 'Dung lượng RAM', 'value': '12 GB'}, {'title': 'Bộ nhớ trong', 'value': '128 GB'}, {'title': 'Khe cắm thẻ nhớ', 'value': 'Không'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Hệ điều hành', 'value': 'Android 11, RedMagic OS 4.0'}, {'title': 'Hồng ngoại', 'value': 'Không'}, {'title': 'Jack tai nghe 3.5', 'value': 'Có'}, {'title': 'Công nghệ NFC', 'value': 'Có'}, {'title': 'Hỗ trợ mạng', 'value': '5G'}, {'title': 'Wi-Fi', 'value': 'Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct, hotspot'}, {'title': 'GPS', 'value': 'GPS (L1+L5), GLONASS, BDS, GALILEO'}, {'title': 'Bluetooth', 'value': '5.2, A2DP, aptX, LE'}, {'title': 'Chất liệu mặt lưng', 'value': 'Kính'}, {'title': 'Chất liệu khung viền', 'value': 'Nhôm'}, {'title': 'Kích thước', 'value': '169.9 x 77.2 x 9.5 mm'}, {'title': 'Trọng lượng', 'value': '215g'}, {'title': 'Công nghệ sạc', 'value': 'Sạc nhanh 30W, hỗ trợ sạc nhanh lên đến 66W'}, {'title': 'Cổng sạc', 'value': 'USB Type-C'}, {'title': 'Pin', 'value': 'Li-Po 5050 mAh'}, {'title': 'Hệ thống làm mát', 'value': 'Quạt làm mát tích hợp'}, {'title': 'Chỉ số kháng nước, bụi', 'value': 'Không'}, {'title': 'Tiện ích khác', 'value': 'Bộ kích hoạt trượt ở mặt sau'}, {'title': 'Công nghệ âm thanh', 'value': 'Loa nổi\nÂm thanh 32-bit/384kHz'}, {'title': 'Cảm biến vân tay', 'value': 'Cảm biến vân tay trong màn hình'}, {'title': 'Các loại cảm biến', 'value': 'Cảm biến gia tốc, Cảm biến tiệm cận, La bàn, Con quay hồi chuyển, Cảm biến áp kế'}, {'title': 'Tính năng đặc biệt', 'value': 'Hỗ trợ 5G, Bảo mật vân tay'}]",https://cellphones.com.vn/nubia-red-magic-6s-pro.html
000159, Nokia 110 4G ,,850000,,Điện thoại phổ thông,,,"[{'title': 'Kích thước màn hình', 'value': '1.8 inches'}, {'title': 'Công nghệ màn hình', 'value': 'TFT LCD'}, {'title': 'Bộ nhớ trong', 'value': '128 MB'}, {'title': 'Thẻ SIM', 'value': '2 SIM (Nano-SIM)'}, {'title': 'Jack tai nghe 3.5', 'value': 'Có'}, {'title': 'Chất liệu mặt lưng', 'value': 'Nhựa'}, {'title': 'Chất liệu khung viền', 'value': 'Nhựa'}, {'title': 'Kích thước', 'value': '121 x 50 x 14.5 mm'}, {'title': 'Trọng lượng', 'value': '84.5 g'}, {'title': 'Cổng sạc', 'value': 'Micro-USB'}, {'title': 'Pin', 'value': 'Li-Ion 1020 mAh'}]",https://cellphones.com.vn/nokia-110-4g.html
